fips,lat,long,state,county
13263,32.69642758,-84.53351366, Georgia,Talbot County
13265,33.56543317,-82.88136816, Georgia,Taliaferro County
13267,32.04785085,-82.05539188, Georgia,Tattnall County
13269,32.55792548,-84.25077141, Georgia,Taylor County
13271,31.92829517,-82.93491155, Georgia,Telfair County
13273,31.77527543,-84.44069698, Georgia,Terrell County
13275,30.86392347,-83.91847289, Georgia,Thomas County
13277,31.45743864,-83.5236119, Georgia,Tift County
13279,32.12059861,-82.32957247, Georgia,Toombs County
13281,34.91369188,-83.7410746, Georgia,Towns County
13283,32.40422134,-82.56904553, Georgia,Treutlen County
13285,33.03349196,-85.02812115, Georgia,Troup County
13287,31.71612656,-83.62069378, Georgia,Turner County
13289,32.67435595,-83.43078662, Georgia,Twiggs County
13291,34.82995757,-83.98967069, Georgia,Union County
13293,32.87920671,-84.30024826, Georgia,Upson County
13295,34.73376362,-85.30165174, Georgia,Walker County
13297,33.78017694,-83.73552314, Georgia,Walton County
13299,31.05449097,-82.42224148, Georgia,Ware County
13301,33.41146451,-82.67795848, Georgia,Warren County
13303,32.96711864,-82.79357039, Georgia,Washington County
13305,31.5521809,-81.91894878, Georgia,Wayne County
13307,32.04066113,-84.54742852, Georgia,Webster County
13309,32.12009104,-82.72574721, Georgia,Wheeler County
13311,34.64624278,-83.74905525, Georgia,White County
13313,34.80987459,-84.96093476, Georgia,Whitfield County
13315,31.97496928,-83.43438555, Georgia,Wilcox County
13317,33.78290391,-82.74286107, Georgia,Wilkes County
13319,32.80291082,-83.17140684, Georgia,Wilkinson County
13321,31.55162306,-83.85090513, Georgia,Worth County
15001,19.60121157,-155.5210167, Hawaii,Hawaii County
15003,21.45803166,-157.9712182, Hawaii,Honolulu County
15005,21.17882515,-156.9583592, Hawaii,Kalawao County
15007,22.03935037,-159.5966786, Hawaii,Kauai County
15009,20.86399628,-156.5689097, Hawaii,Maui County
16001,43.4526575,-116.2415516, Idaho,Ada County
16003,44.89333571,-116.4545247, Idaho,Adams County
16005,42.67002716,-112.2233311, Idaho,Bannock County
16007,42.28269683,-111.3289238, Idaho,Bear Lake County
16009,47.21754179,-116.6586851, Idaho,Benewah County
16011,43.2167288,-112.3978437, Idaho,Bingham County
16013,43.4085812,-113.9752658, Idaho,Blaine County
16015,43.98829931,-115.7309284, Idaho,Boise County
16017,48.29996017,-116.6017932, Idaho,Bonner County
16019,43.38713372,-111.6161537, Idaho,Bonneville County
16021,48.76684761,-116.4630179, Idaho,Boundary County
16023,43.72592209,-113.1735463, Idaho,Butte County
16025,43.46665742,-114.8065892, Idaho,Camas County
16027,43.61970148,-116.7095499, Idaho,Canyon County
16029,42.77149116,-111.5597683, Idaho,Caribou County
16031,42.28347888,-113.6012409, Idaho,Cassia County
16033,44.28496071,-112.3505704, Idaho,Clark County
16035,46.67459924,-115.6622393, Idaho,Clearwater County
16037,44.24186819,-114.2855494, Idaho,Custer County
16039,43.3507101,-115.4701578, Idaho,Elmore County
16041,42.18332217,-111.8149666, Idaho,Franklin County
16043,44.22800938,-111.4809943, Idaho,Fremont County
16045,44.06482372,-116.398376, Idaho,Gem County
16047,42.96927962,-114.8108306, Idaho,Gooding County
16049,45.84721541,-115.4634436, Idaho,Idaho County
16051,43.82078483,-112.3131749, Idaho,Jefferson County
16053,42.68891267,-114.2655033, Idaho,Jerome County
16055,47.67282258,-116.7020872, Idaho,Kootenai County
16057,46.81587887,-116.7113698, Idaho,Latah County
16059,44.9438088,-113.9309747, Idaho,Lemhi County
16061,46.23315327,-116.434146, Idaho,Lewis County
16063,43.0012336,-114.1358773, Idaho,Lincoln County
16065,43.78141028,-111.6538474, Idaho,Madison County
16067,42.85518524,-113.6357257, Idaho,Minidoka County
16069,46.32638236,-116.7500975, Idaho,Nez Perce County
16071,42.1949428,-112.5407838, Idaho,Oneida County
16073,42.58016894,-116.1693871, Idaho,Owyhee County
16075,44.00545243,-116.7647695, Idaho,Payette County
16077,42.69254894,-112.8395742, Idaho,Power County
16079,47.35364087,-115.8916749, Idaho,Shoshone County
16081,43.75303583,-111.2056773, Idaho,Teton County
16083,42.35440512,-114.6685381, Idaho,Twin Falls County
16085,44.76728382,-115.5676773, Idaho,Valley County
16087,44.45275475,-116.7847688, Idaho,Washington County
17001,39.98815591,-91.18786813, Illinois,Adams County
17003,37.18049267,-89.32910838, Illinois,Alexander County
17005,38.88829622,-89.43534887, Illinois,Bond County
17007,42.32359279,-88.82345779, Illinois,Boone County
17009,39.96209138,-90.75068024, Illinois,Brown County
17011,41.40385234,-89.5283051, Illinois,Bureau County
17013,39.16840183,-90.66330078, Illinois,Calhoun County
17015,42.06823429,-89.93395545, Illinois,Carroll County
17017,39.96991073,-90.24734436, Illinois,Cass County
17019,40.13919438,-88.20046615, Illinois,Champaign County
17021,39.54581621,-89.27780482, Illinois,Christian County
17023,39.33425789,-87.78705622, Illinois,Clark County
17025,38.75388572,-88.48914513, Illinois,Clay County
17027,38.60704876,-89.42385254, Illinois,Clinton County
17029,39.51949084,-88.22358557, Illinois,Coles County
17031,41.84144849,-87.81658794, Illinois,Cook County
17033,39.0032229,-87.75954624, Illinois,Crawford County
17035,39.27432424,-88.2401158, Illinois,Cumberland County
17037,41.89373302,-88.76958483, Illinois,DeKalb County
17039,40.17514519,-88.90959682, Illinois,De Witt County
17041,39.76768052,-88.21854195, Illinois,Douglas County
17043,41.85116968,-88.08642662, Illinois,DuPage County
17045,39.6809186,-87.74759563, Illinois,Edgar County
17047,38.41353228,-88.05720863, Illinois,Edwards County
17049,39.05935711,-88.58969584, Illinois,Effingham County
17051,39.00072038,-89.02452658, Illinois,Fayette County
17053,40.59706922,-88.22350769, Illinois,Ford County
17055,37.99189086,-88.92567818, Illinois,Franklin County
17057,40.47289135,-90.20862357, Illinois,Fulton County
17059,37.76430935,-88.22953869, Illinois,Gallatin County
17061,39.35907414,-90.388865, Illinois,Greene County
17063,41.28569601,-88.41905692, Illinois,Grundy County
17065,38.08163641,-88.53883373, Illinois,Hamilton County
17067,40.40423981,-91.16313899, Illinois,Hancock County
17069,37.51810645,-88.26873022, Illinois,Hardin County
17071,40.81908672,-90.92491462, Illinois,Henderson County
17073,41.3533994,-90.13296166, Illinois,Henry County
17075,40.74717633,-87.82466784, Illinois,Iroquois County
17077,37.78595185,-89.38232563, Illinois,Jackson County
17079,39.01054275,-88.15437049, Illinois,Jasper County
17081,38.29980057,-88.9240025, Illinois,Jefferson County
17083,39.08869046,-90.35393073, Illinois,Jersey County
17085,42.36542373,-90.21094405, Illinois,Jo Daviess County
17087,37.45939802,-88.88165419, Illinois,Johnson County
17089,41.93842729,-88.42861412, Illinois,Kane County
17091,41.13746989,-87.86205334, Illinois,Kankakee County
17093,41.59081014,-88.42869583, Illinois,Kendall County
17095,40.93148779,-90.2133034, Illinois,Knox County
17097,42.3224907,-88.00367925, Illinois,Lake County
17099,41.3442613,-88.88633881, Illinois,LaSalle County
17101,38.71987914,-87.72884035, Illinois,Lawrence County
17103,41.74583951,-89.29977132, Illinois,Lee County
17105,40.89188292,-88.55784752, Illinois,Livingston County
17107,40.12581572,-89.36638784, Illinois,Logan County
17109,40.45674722,-90.67775541, Illinois,McDonough County
17111,42.32451172,-88.45248227, Illinois,McHenry County
17113,40.48996987,-88.84621113, Illinois,McLean County
17115,39.86064913,-88.96342505, Illinois,Macon County
17117,39.26119767,-89.92424028, Illinois,Macoupin County
17119,38.83042506,-89.90422563, Illinois,Madison County
17121,38.64963204,-88.91899208, Illinois,Marion County
17123,41.0327901,-89.34510444, Illinois,Marshall County
17125,40.23917274,-89.91824452, Illinois,Mason County
17127,37.22078441,-88.71036614, Illinois,Massac County
17129,40.02742725,-89.80246001, Illinois,Menard County
17131,41.20596782,-90.74290052, Illinois,Mercer County
17133,38.27594376,-90.17761038, Illinois,Monroe County
17135,39.23198845,-89.47809254, Illinois,Montgomery County
17137,39.71654544,-90.20255104, Illinois,Morgan County
17139,39.64187451,-88.62099969, Illinois,Moultrie County
17141,42.04165196,-89.32184679, Illinois,Ogle County
17143,40.78702156,-89.76078901, Illinois,Peoria County
17145,38.08510853,-89.36856219, Illinois,Perry County
17147,40.01360584,-88.59319339, Illinois,Piatt County
17149,39.62265059,-90.8877017, Illinois,Pike County
17151,37.41391284,-88.56152109, Illinois,Pope County
17153,37.22631423,-89.13085001, Illinois,Pulaski County
17155,41.2013541,-89.2869272, Illinois,Putnam County
17157,38.05095369,-89.82512254, Illinois,Randolph County
17159,38.71240969,-88.08475366, Illinois,Richland County
17161,41.46613806,-90.57042164, Illinois,Rock Island County
17163,38.46996033,-89.93063427, Illinois,St. Clair County
17165,37.75332999,-88.54119706, Illinois,Saline County
17167,39.75836914,-89.65872023, Illinois,Sangamon County
17169,40.1571798,-90.61114163, Illinois,Schuyler County
17171,39.6429169,-90.47814431, Illinois,Scott County
17173,39.39133527,-88.80611122, Illinois,Shelby County
17175,41.09309773,-89.79745866, Illinois,Stark County
17177,42.35129217,-89.662598, Illinois,Stephenson County
17179,40.50716185,-89.51404662, Illinois,Tazewell County
17181,37.47119609,-89.25548938, Illinois,Union County
17183,40.18417171,-87.73384359, Illinois,Vermilion County
17185,38.44272901,-87.84922065, Illinois,Wabash County
17187,40.84925021,-90.6147432, Illinois,Warren County
17189,38.35309213,-89.40982703, Illinois,Washington County
17191,38.42955355,-88.42586459, Illinois,Wayne County
17193,38.08706198,-88.17657461, Illinois,White County
17195,41.75509713,-89.91556058, Illinois,Whiteside County
17197,41.44619267,-87.97862712, Illinois,Will County
17199,37.73033511,-88.92994027, Illinois,Williamson County
17201,42.33641854,-89.16085327, Illinois,Winnebago County
17203,40.78579374,-89.20973757, Illinois,Woodford County
18001,40.7457653,-84.93671406, Indiana,Adams County
18003,41.09194313,-85.06800636, Indiana,Allen County
18005,39.20744865,-85.89558181, Indiana,Bartholomew County
18007,40.60626947,-87.31093999, Indiana,Benton County
18009,40.47388153,-85.32499702, Indiana,Blackford County
18011,40.0509304,-86.46841646, Indiana,Boone County
18013,39.19605589,-86.22868909, Indiana,Brown County
18015,40.5807832,-86.56198812, Indiana,Carroll County
18017,40.76135835,-86.34830753, Indiana,Cass County
18019,38.48015445,-85.70510334, Indiana,Clark County
18021,39.39561833,-87.11723506, Indiana,Clay County
18023,40.30319754,-86.47277257, Indiana,Clinton County
18025,38.28814402,-86.44518825, Indiana,Crawford County
18027,38.70186039,-87.07185406, Indiana,Daviess County
18029,39.14647946,-84.97333539, Indiana,Dearborn County
18031,39.30712658,-85.50087166, Indiana,Decatur County
18033,41.39804622,-84.99906934, Indiana,DeKalb County
18035,40.22787247,-85.39732772, Indiana,Delaware County
18037,38.36597551,-86.8792417, Indiana,Dubois County
18039,41.59761169,-85.85875695, Indiana,Elkhart County
18041,39.63684962,-85.17797541, Indiana,Fayette County
18043,38.32117957,-85.90385377, Indiana,Floyd County
18045,40.12361933,-87.24217689, Indiana,Fountain County
18047,39.4142482,-85.06062647, Indiana,Franklin County
18049,41.0469907,-86.26252745, Indiana,Fulton County
18051,38.30393723,-87.58054938, Indiana,Gibson County
18053,40.51587228,-85.65468702, Indiana,Grant County
18055,39.03630547,-86.96223202, Indiana,Greene County
18057,40.07306535,-86.05244729, Indiana,Hamilton County
18059,39.82304555,-85.77566351, Indiana,Hancock County
18061,38.19467379,-86.10948271, Indiana,Harrison County
18063,39.76719009,-86.51037283, Indiana,Hendricks County
18065,39.93029017,-85.39625719, Indiana,Henry County
18067,40.48527731,-86.11351892, Indiana,Howard County
18069,40.82907273,-85.48822092, Indiana,Huntington County
18071,38.9091582,-86.03851889, Indiana,Jackson County
18073,41.02078733,-87.11553319, Indiana,Jasper County
18075,40.43781032,-85.00576229, Indiana,Jay County
18077,38.78576239,-85.43633383, Indiana,Jefferson County
18079,38.99588883,-85.62710784, Indiana,Jennings County
18081,39.48994426,-86.10149107, Indiana,Johnson County
18083,38.68861576,-87.4194665, Indiana,Knox County
18085,41.24521668,-85.86312322, Indiana,Kosciusko County
18087,41.64232188,-85.42674232, Indiana,LaGrange County
18089,41.41874274,-87.38277575, Indiana,Lake County
18091,41.54366008,-86.74072188, Indiana,LaPorte County
18093,38.84112637,-86.48361629, Indiana,Lawrence County
18095,40.16143691,-85.71964711, Indiana,Madison County
18097,39.78163624,-86.13826325, Indiana,Marion County
18099,41.32467367,-86.26185087, Indiana,Marshall County
18101,38.7099921,-86.80373186, Indiana,Martin County
18103,40.76940965,-86.04525048, Indiana,Miami County
18105,39.16130004,-86.52414358, Indiana,Monroe County
18107,40.04034823,-86.89335024, Indiana,Montgomery County
18109,39.47899078,-86.44573375, Indiana,Morgan County
18111,40.95610449,-87.39635768, Indiana,Newton County
18113,41.39672484,-85.41966713, Indiana,Noble County
18115,38.955305,-84.96515993, Indiana,Ohio County
18117,38.5411892,-86.49523093, Indiana,Orange County
18119,39.31145587,-86.83900724, Indiana,Owen County
18121,39.77202286,-87.20375833, Indiana,Parke County
18123,38.07809328,-86.63741946, Indiana,Perry County
18125,38.40112197,-87.23574907, Indiana,Pike County
18127,41.45986947,-87.06848888, Indiana,Porter County
18129,38.02097333,-87.86480429, Indiana,Posey County
18131,41.04166107,-86.69890683, Indiana,Pulaski County
18133,39.66437981,-86.84517605, Indiana,Putnam County
18135,40.15734772,-85.01139319, Indiana,Randolph County
18137,39.10235626,-85.26212744, Indiana,Ripley County
18139,39.62002287,-85.4655599, Indiana,Rush County
18141,41.61756781,-86.29040834, Indiana,St. Joseph County
18143,38.68672078,-85.74627859, Indiana,Scott County
18145,39.52305623,-85.7915857, Indiana,Shelby County
18147,38.01519732,-87.0079644, Indiana,Spencer County
18149,41.27890281,-86.64686895, Indiana,Starke County
18151,41.64423868,-85.00101094, Indiana,Steuben County
18153,39.08952258,-87.41414469, Indiana,Sullivan County
18155,38.82767338,-85.03022429, Indiana,Switzerland County
18157,40.38872739,-86.89413959, Indiana,Tippecanoe County
18159,40.31123252,-86.05234925, Indiana,Tipton County
18161,39.62550777,-84.92497066, Indiana,Union County
18163,38.02658833,-87.58763124, Indiana,Vanderburgh County
18165,39.8523352,-87.46160542, Indiana,Vermillion County
18167,39.42944561,-87.39169027, Indiana,Vigo County
18169,40.84704239,-85.79328272, Indiana,Wabash County
18171,40.34728141,-87.35602659, Indiana,Warren County
18173,38.08922676,-87.2716085, Indiana,Warrick County
18175,38.60219804,-86.1049363, Indiana,Washington County
18177,39.8633444,-85.01044989, Indiana,Wayne County
18179,40.72934187,-85.22132966, Indiana,Wells County
18181,40.74911165,-86.86492015, Indiana,White County
18183,41.13863784,-85.50791236, Indiana,Whitley County
19001,41.33075609,-94.47105874, Iowa,Adair County
19003,41.02903567,-94.69932645, Iowa,Adams County
19005,43.28383218,-91.37860922, Iowa,Allamakee County
19007,40.74324454,-92.86865906, Iowa,Appanoose County
19009,41.6844628,-94.90581859, Iowa,Audubon County
19011,42.08011739,-92.06463573, Iowa,Benton County
19013,42.4704581,-92.30524729, Iowa,Black Hawk County
19015,42.03657094,-93.9313999, Iowa,Boone County
19017,42.77461496,-92.31795937, Iowa,Bremer County
19019,42.4709188,-91.83510825, Iowa,Buchanan County
19021,42.73545875,-95.15100162, Iowa,Buena Vista County
19023,42.73172833,-92.79015971, Iowa,Butler County
19025,42.38521079,-94.64046046, Iowa,Calhoun County
19027,42.03617207,-94.86032705, Iowa,Carroll County
19029,41.33149454,-94.92792482, Iowa,Cass County
19031,41.77233777,-91.13246684, Iowa,Cedar County
19033,43.08177563,-93.2612239, Iowa,Cerro Gordo County
19035,42.73538914,-95.62389402, Iowa,Cherokee County
19037,43.06001295,-92.31773347, Iowa,Chickasaw County
19039,41.02868181,-93.78499767, Iowa,Clarke County
19041,43.08247182,-95.15096481, Iowa,Clay County
19043,42.84443388,-91.34133693, Iowa,Clayton County
19045,41.89981633,-90.53275096, Iowa,Clinton County
19047,42.03718237,-95.3819718, Iowa,Crawford County
19049,41.68560356,-94.04127625, Iowa,Dallas County
19051,40.74773536,-92.41005468, Iowa,Davis County
19053,40.73742757,-93.78645949, Iowa,Decatur County
19055,42.47104597,-91.3664492, Iowa,Delaware County
19057,40.92012606,-91.18326592, Iowa,Des Moines County
19059,43.37787725,-95.1510206, Iowa,Dickinson County
19061,42.46815349,-90.88181925, Iowa,Dubuque County
19063,43.37782951,-94.67858943, Iowa,Emmet County
19065,42.86271799,-91.8441231, Iowa,Fayette County
19067,43.0600053,-92.78940097, Iowa,Floyd County
19069,42.73270384,-93.26256925, Iowa,Franklin County
19071,40.7454272,-95.60129045, Iowa,Fremont County
19073,42.03614551,-94.39658081, Iowa,Greene County
19075,42.40183723,-92.78829551, Iowa,Grundy County
19077,41.68378965,-94.50111014, Iowa,Guthrie County
19079,42.38382428,-93.70197703, Iowa,Hamilton County
19081,43.08178477,-93.73454884, Iowa,Hancock County
19083,42.38353877,-93.23654611, Iowa,Hardin County
19085,41.68330137,-95.81558439, Iowa,Harrison County
19087,40.98767962,-91.54436349, Iowa,Henry County
19089,43.35671042,-92.31702714, Iowa,Howard County
19091,42.7764426,-94.20722537, Iowa,Humboldt County
19093,42.38696136,-95.51355387, Iowa,Ida County
19095,41.68630265,-92.0643373, Iowa,Iowa County
19097,42.17178824,-90.57354837, Iowa,Jackson County
19099,41.68576082,-93.05567785, Iowa,Jasper County
19101,41.03192394,-91.94849466, Iowa,Jefferson County
19103,41.67169354,-91.58754744, Iowa,Johnson County
19105,42.12118609,-91.13139641, Iowa,Jones County
19107,41.33649833,-92.1785067, Iowa,Keokuk County
19109,43.20405458,-94.20691791, Iowa,Kossuth County
19111,40.64181461,-91.48183025, Iowa,Lee County
19113,42.07923082,-91.59809485, Iowa,Linn County
19115,41.21842119,-91.26102611, Iowa,Louisa County
19117,41.02958964,-93.32780803, Iowa,Lucas County
19119,43.38107862,-96.20926845, Iowa,Lyon County
19121,41.33081904,-94.01554631, Iowa,Madison County
19123,41.33521503,-92.64083907, Iowa,Mahaska County
19125,41.33445101,-93.09934783, Iowa,Marion County
19127,42.03586837,-92.9990819, Iowa,Marshall County
19129,41.03299766,-95.61920963, Iowa,Mills County
19131,43.35638371,-92.78887719, Iowa,Mitchell County
19133,42.05220391,-95.95743843, Iowa,Monona County
19135,41.02988815,-92.8690667, Iowa,Monroe County
19137,41.03018714,-95.15642896, Iowa,Montgomery County
19139,41.48370744,-91.1121697, Iowa,Muscatine County
19141,43.08310673,-95.62474482, Iowa,O'Brien County
19143,43.37824276,-95.62422844, Iowa,Osceola County
19145,40.7393172,-95.1497813, Iowa,Page County
19147,43.08193849,-94.67824621, Iowa,Palo Alto County
19149,42.737633,-96.21366621, Iowa,Plymouth County
19151,42.73420133,-94.67862564, Iowa,Pocahontas County
19153,41.68679484,-93.57767461, Iowa,Polk County
19155,41.33640314,-95.53907776, Iowa,Pottawattamie County
19157,41.68625425,-92.53155731, Iowa,Poweshiek County
19159,40.73518949,-94.24368535, Iowa,Ringgold County
19161,42.38624071,-95.10547892, Iowa,Sac County
19163,41.63935978,-90.61959493, Iowa,Scott County
19165,41.6850066,-95.31015553, Iowa,Shelby County
19167,43.08221074,-96.1767568, Iowa,Sioux County
19169,42.03621213,-93.46499005, Iowa,Story County
19171,42.07991767,-92.53266945, Iowa,Tama County
19173,40.73710579,-94.69778563, Iowa,Taylor County
19175,41.0277278,-94.24234847, Iowa,Union County
19177,40.75326764,-91.95017958, Iowa,Van Buren County
19179,41.03064984,-92.40954728, Iowa,Wapello County
19181,41.33559454,-93.56007641, Iowa,Warren County
19183,41.33577126,-91.71725711, Iowa,Washington County
19185,40.73969028,-93.32752197, Iowa,Wayne County
19187,42.42853483,-94.17987389, Iowa,Webster County
19189,43.37751174,-93.73407298, Iowa,Winnebago County
19191,43.29094334,-91.84422722, Iowa,Winneshiek County
19193,42.38979414,-96.0459439, Iowa,Woodbury County
19195,43.37750768,-93.26087602, Iowa,Worth County
19197,42.73305373,-93.73515113, Iowa,Wright County
20001,37.88582951,-95.30030847, Kansas,Allen County
20003,38.21413251,-95.29272815, Kansas,Anderson County
20005,39.53185661,-95.30870026, Kansas,Atchison County
20007,37.2288586,-98.68460053, Kansas,Barber County
20009,38.47889676,-98.75636726, Kansas,Barton County
20011,37.85508555,-94.84865997, Kansas,Bourbon County
20013,39.82652589,-95.56421698, Kansas,Brown County
20015,37.78134351,-96.83878537, Kansas,Butler County
20017,38.30292938,-96.59563862, Kansas,Chase County
20019,37.14994405,-96.2454192, Kansas,Chautauqua County
20021,37.16928494,-94.8462897, Kansas,Cherokee County
20023,39.78580976,-101.7318201, Kansas,Cheyenne County
20025,37.23577007,-99.81883015, Kansas,Clark County
20027,39.34948772,-97.16518128, Kansas,Clay County
20029,39.48028352,-97.64925343, Kansas,Cloud County
20031,38.2365018,-95.73379515, Kansas,Coffey County
20033,37.1911452,-99.27113247, Kansas,Comanche County
20035,37.23781842,-96.83776647, Kansas,Cowley County
20037,37.50675523,-94.85245778, Kansas,Crawford County
20039,39.78468441,-100.4594081, Kansas,Decatur County
20041,38.86600962,-97.15532383, Kansas,Dickinson County
20043,39.79067154,-95.14056866, Kansas,Doniphan County
20045,38.88503636,-95.2925121, Kansas,Douglas County
20047,37.88735543,-99.31263309, Kansas,Edwards County
20049,37.45338105,-96.24369667, Kansas,Elk County
20051,38.91458712,-99.31751551, Kansas,Ellis County
20053,38.69677695,-98.20462799, Kansas,Ellsworth County
20055,38.04340344,-100.7381938, Kansas,Finney County
20057,37.69200114,-99.88825298, Kansas,Ford County
20059,38.56443815,-95.28644341, Kansas,Franklin County
20061,38.99871131,-96.7577178, Kansas,Geary County
20063,38.91588178,-100.4829321, Kansas,Gove County
20065,39.34987223,-99.88332493, Kansas,Graham County
20067,37.56227336,-101.3079758, Kansas,Grant County
20069,37.73836671,-100.4369088, Kansas,Gray County
20071,38.4808095,-101.8061079, Kansas,Greeley County
20073,37.8774388,-96.23250453, Kansas,Greenwood County
20075,37.99978709,-101.7921066, Kansas,Hamilton County
20077,37.19175361,-98.07578384, Kansas,Harper County
20079,38.04293782,-97.42747573, Kansas,Harvey County
20081,37.5620394,-100.8710738, Kansas,Haskell County
20083,38.08780079,-99.89829881, Kansas,Hodgeman County
20085,39.41673394,-95.79356799, Kansas,Jackson County
20087,39.2347941,-95.38289232, Kansas,Jefferson County
20089,39.78470589,-98.21820662, Kansas,Jewell County
20091,38.88548175,-94.82250877, Kansas,Johnson County
20093,38.00017981,-101.321681, Kansas,Kearny County
20095,37.55909527,-98.13638678, Kansas,Kingman County
20097,37.55848695,-99.2856537, Kansas,Kiowa County
20099,37.19113093,-95.29849679, Kansas,Labette County
20101,38.48119447,-100.4660754, Kansas,Lane County
20103,39.20183497,-95.03620809, Kansas,Leavenworth County
20105,39.04549684,-98.20756994, Kansas,Lincoln County
20107,38.21267844,-94.84254089, Kansas,Linn County
20109,38.91735806,-101.148475, Kansas,Logan County
20111,38.45576156,-96.15275715, Kansas,Lyon County
20113,38.39184858,-97.64769869, Kansas,McPherson County
20115,38.35855394,-97.0985251, Kansas,Marion County
20117,39.78359669,-96.52278974, Kansas,Marshall County
20119,37.23859987,-100.364831, Kansas,Meade County
20121,38.56383358,-94.83832189, Kansas,Miami County
20123,39.39331582,-98.20906732, Kansas,Mitchell County
20125,37.19236568,-95.74329258, Kansas,Montgomery County
20127,38.68827511,-96.65128437, Kansas,Morris County
20129,37.19141121,-101.7992519, Kansas,Morton County
20131,39.78345387,-96.01392079, Kansas,Nemaha County
20133,37.55862897,-95.30670046, Kansas,Neosho County
20135,38.47974157,-99.91547333, Kansas,Ness County
20137,39.78443827,-99.90286639, Kansas,Norton County
20139,38.65235984,-95.72707998, Kansas,Osage County
20141,39.3503437,-98.76753828, Kansas,Osborne County
20143,39.13237408,-97.65020313, Kansas,Ottawa County
20145,38.18108732,-99.23692334, Kansas,Pawnee County
20147,39.78465501,-99.34668865, Kansas,Phillips County
20149,39.37925655,-96.34564657, Kansas,Pottawatomie County
20151,37.64780729,-98.73922153, Kansas,Pratt County
20153,39.78525843,-101.0761617, Kansas,Rawlins County
20155,37.95230263,-98.08607292, Kansas,Reno County
20157,39.82799632,-97.65036709, Kansas,Republic County
20159,38.34616184,-98.19992118, Kansas,Rice County
20161,39.28935726,-96.73420026, Kansas,Riley County
20163,39.35022773,-99.32484567, Kansas,Rooks County
20165,38.52275276,-99.30863983, Kansas,Rush County
20167,38.91462787,-98.76254297, Kansas,Russell County
20169,38.78369175,-97.65185177, Kansas,Saline County
20171,38.48222076,-100.9066539, Kansas,Scott County
20173,37.6842718,-97.4608198, Kansas,Sedgwick County
20175,37.19324632,-100.8507201, Kansas,Seward County
20177,39.04100763,-95.7557264, Kansas,Shawnee County
20179,39.35018161,-100.4418259, Kansas,Sheridan County
20181,39.35147699,-101.7197624, Kansas,Sherman County
20183,39.78516566,-98.78566062, Kansas,Smith County
20185,38.03100851,-98.71762001, Kansas,Stafford County
20187,37.56304714,-101.7843534, Kansas,Stanton County
20189,37.1923008,-101.3118967, Kansas,Stevens County
20191,37.23682549,-97.47721621, Kansas,Sumner County
20193,39.35107575,-101.0553705, Kansas,Thomas County
20195,38.91467218,-99.87284448, Kansas,Trego County
20197,38.95471985,-96.20350509, Kansas,Wabaunsee County
20199,38.91686134,-101.7638876, Kansas,Wallace County
20201,39.78420784,-97.0875323, Kansas,Washington County
20203,38.48178252,-101.3471509, Kansas,Wichita County
20205,37.55937174,-95.74323255, Kansas,Wilson County
20207,37.8865336,-95.74006277, Kansas,Woodson County
20209,39.11727348,-94.76378225, Kansas,Wyandotte County
21001,37.10459774,-85.28129668, Kentucky,Adair County
21003,36.75197631,-86.19457544, Kentucky,Allen County
21005,38.00671029,-84.99171713, Kentucky,Anderson County
21007,37.05842757,-88.99427697, Kentucky,Ballard County
21009,36.96469836,-85.93338945, Kentucky,Barren County
21011,38.14735938,-83.74588932, Kentucky,Bath County
21013,36.73355174,-83.67766671, Kentucky,Bell County
21015,38.97065142,-84.72615357, Kentucky,Boone County
21017,38.2054607,-84.21827874, Kentucky,Bourbon County
21019,38.36176608,-82.68652187, Kentucky,Boyd County
21021,37.62680923,-84.8633779, Kentucky,Boyle County
21023,38.69158994,-84.08532444, Kentucky,Bracken County
21025,37.52333168,-83.31959161, Kentucky,Breathitt County
21027,37.77377239,-86.42885017, Kentucky,Breckinridge County
21029,37.97162523,-85.68955617, Kentucky,Bullitt County
21031,37.20946153,-86.68748787, Kentucky,Butler County
21033,37.14749129,-87.86948214, Kentucky,Caldwell County
21035,36.62093411,-88.2731593, Kentucky,Calloway County
21037,38.94384345,-84.37875208, Kentucky,Campbell County
21039,36.85372876,-88.9669222, Kentucky,Carlisle County
21041,38.66599534,-85.12601074, Kentucky,Carroll County
21043,38.31690743,-83.05092385, Kentucky,Carter County
21045,37.32533118,-84.92726209, Kentucky,Casey County
21047,36.89267803,-87.49055367, Kentucky,Christian County
21049,37.9689263,-84.14615986, Kentucky,Clark County
21051,37.16451126,-83.712575, Kentucky,Clay County
21053,36.72581156,-85.13377529, Kentucky,Clinton County
21055,37.35839237,-88.0882609, Kentucky,Crittenden County
21057,36.78926125,-85.39050034, Kentucky,Cumberland County
21059,37.73028906,-87.0901948, Kentucky,Daviess County
21061,37.21218923,-86.23955613, Kentucky,Edmonson County
21063,38.11624059,-83.09771563, Kentucky,Elliott County
21065,37.69241417,-83.95956369, Kentucky,Estill County
21067,38.0368225,-84.45576892, Kentucky,Fayette County
21069,38.36758311,-83.69657514, Kentucky,Fleming County
21071,37.56213922,-82.74750924, Kentucky,Floyd County
21073,38.2379395,-84.87962551, Kentucky,Franklin County
21075,36.55238827,-89.20140068, Kentucky,Fulton County
21077,38.75398691,-84.8558382, Kentucky,Gallatin County
21079,37.6388668,-84.53289319, Kentucky,Garrard County
